book_id,title,subtitle,authors,publisher,description,page_count,categories,language,isbn_13,isbn_10,list_price,buyable,year,popularity_score,pages_group,num_authors
hYIpEAAAQBAJ,Sustainable Lifestyles after Covid-19,nan,"Fabián Echegaray, Valerie Brachya, Philip J. Vergragt, Lei Zhang",Routledge,"This book takes an in-depth look at Covid-19-generated societal trends and develops scenarios for possible future directions of urban lifestyles. Drawing on examples from Brazil, China, and Israel, and with a particular focus on cities, this book explores the short and long-term changes in individual consumers and citizen behavior as a result of the Covid-19 pandemic. On the basis of extensive market and opinion research data, aggregate data, observational evidence, and news reports, the authors provide a detailed account of the transformations that have occurred as a result of a triple shock of public health emergency, economic shutdown, and social isolation. They also examine which of these behavioral changes are likely to become permanent and consider whether this may ultimately promote or restrain sustainable lifestyle choices. Innovative and timely, this book will be of great interest to students, scholars, and professionals researching and working in the areas of sustainable consumption, urban and land use planning, and public health.",106.0,House & Home,English,9781000409970.0,100040997X,24.99,True,2021.0,0.0,Medium (100-300 pages),4
wcblCAAAQBAJ,Promoting Sustainable Living,Sustainability as an Object of Desire,"Justyna Karakiewicz, Audrey Yue, Angela Paladino",Routledge,"Current images of sustainability are often designed to instil fear and force change, not because we believe in it, but because we fear the consequences of inaction. Moving away from negative portrayals of sustainability, this book identifies the factors that motivate people to aspire towards sustainable living. It introduces the notion of sustainability as an ""object of desire"" that will allow people not to be scared of the future but rather to dream about it and look forward to a better quality of life. Tracing the history of major changes in our society that have dramatically altered our perceptions, beliefs and attitudes about sustainability, the book analyses the role of communications in persuading people of the benefits of sustainable living. It describes our current desires and dreams and explains why we need to change. Finally, the book suggests what could be done to not only make sustainability an object of desire, but also introduce hopes and dreams for a better future into our everyday lives. This inspiring and interdisciplinary book provides innovative insights for researchers, students and professionals in a range of disciplines, in particular environment and sustainability, sustainable marketing and advertising, and psychology.",230.0,Business & Economics,English,9781317701569.0,1317701569,62.95,True,2015.0,0.0,Medium (100-300 pages),3
4_G_EAAAQBAJ,The Great Declutter: How to Transform Your Home and Life,nan,Bruce W. Allen,xspurts.com,"""Decluttering is not just about organizing, but also about letting go."" Discover the life-changing power of decluttering with ""The Great Declutter: How to Transform Your Home and Life."" This comprehensive guide offers practical strategies, techniques, and tips to help you declutter every area of your home, leading to a more organized, peaceful, and fulfilling life. Inside ""The Great Declutter,"" you'll explore various decluttering methods, and learn how to apply these techniques in your own life. With chapters covering topics such as the decluttering mindset, clothing and wardrobe organization, digital decluttering, and eco-friendly disposal methods, you'll have everything you need to conquer the clutter in your home. In this book, you'll learn: How to embrace minimalism and overcome emotional attachment to your belongings Room-by-room decluttering strategies for a more efficient and streamlined living space Techniques for organizing your workspace, kitchen, and bathroom How to responsibly dispose of, repurpose, and recycle your unwanted items Strategies for maintaining a clutter-free home and enlisting help from family members or professionals As you progress through ""The Great Declutter,"" you'll not only witness the transformation of your living space but also experience the profound psychological benefits of decluttering. Reduced stress, enhanced focus, and improved relationships are just a few of the rewards that await you on this life-changing journey. Whether you're a seasoned minimalist or just beginning your decluttering journey, ""The Great Declutter: How to Transform Your Home and Life"" will provide you with the tools, motivation, and inspiration you need to create a more organized, clutter-free, and joyful life. Embark on this transformative journey today and unlock the incredible power of decluttering! Contents: • The Benefits of Decluttering ◦ Improved mental wellbeing ◦ Increased productivity ◦ Enhanced living space • Decluttering Mindset ◦ Embracing minimalism ◦ Overcoming emotional attachment ◦ Setting realistic goals • Decluttering Room by Room ◦ Tackling the bedroom ◦ Organizing the living room ◦ Streamlining the kitchen • Clothing and Wardrobe Decluttering ◦ The capsule wardrobe ◦ Seasonal rotation ◦ Donating and selling unwanted items • Paper Clutter and Document Organization ◦ Sorting mail and bills ◦ Digitizing documents ◦ Filing systems • Books, Magazines, and Media Collections ◦ Curating your personal library ◦ Digital alternatives ◦ Repurposing and donating • Sorting Toys and Children's Items ◦ Age-appropriate organization ◦ Involving children in the process ◦ Rotating toys • Organizing Your Workspace ◦ Efficient office layout ◦ Paperless office ◦ Time management • Kitchen and Pantry Organization ◦ Simplifying utensils and gadgets ◦ Meal planning and grocery shopping ◦ Maximizing storage space • Bathroom Decluttering ◦ Streamlining personal care products ◦ Efficient storage solutions ◦ Creating a spa-like atmosphere • Garage and Storage Area Cleanup ◦ Sorting tools and equipment ◦ Proper disposal of hazardous materials ◦ Seasonal storage • Sentimental Items and Keepsakes ◦ Honoring memories without clutter ◦ Creating a memory box ◦ Digital preservation • Digital Decluttering ◦ Organizing files and folders ◦ Managing email inbox ◦ Social media detox • Eco-Friendly Decluttering ◦ Responsible disposal ◦ Repurposing and upcycling ◦ Sustainable living • Selling, Donating, and Recycling ◦ Profitable decluttering ◦ Charitable giving ◦ Earth-friendly disposal • Maintaining a Clutter-Free Home ◦ Regular decluttering sessions ◦ Daily habits ◦ Mindful consumption • Enlisting Help and Support ◦ Family involvement ◦ Professional organizers ◦ Online resources and communities • Decluttering for Special Situations ◦ Moving or downsizing ◦ Handling a loved one's belongings ◦ Combining households • The KonMari Method ◦ Marie Kondo's philosophy ◦ The decluttering process ◦ The art of folding • The FlyLady Approach ◦ Daily routines ◦ Zone cleaning ◦ The power of baby steps • Other Decluttering Techniques ◦ The Minimalist Game ◦ Swedish death cleaning ◦ The Four-Box Method • The Psychological Benefits of Decluttering ◦ Reduced stress and anxiety ◦ Enhanced focus and creativity ◦ Improved relationships",193.0,House & Home,English,9781776968794.0,1776968794,5.99,True,2023.0,0.0,Medium (100-300 pages),1
74JUEQAAQBAJ,Human-Technology Interaction,Interdisciplinary Approaches and Perspectives,"Elena Malakhatka, Mikael Wiberg",Springer Nature,"Delves into the evolving landscape of human-technology interaction (HTI), encompassing various facets from design and implementation to psychological impacts and strategic considerations. The book begins with foundational theories in HTI and strategic design, progressing to practical applications and implications across multiple domains such as human-robot interaction, augmented and virtual reality, and the Internet of Things. Subsequent chapters explore the integration of AI and machine learning with human processes, the psychological effects of technology, and user experience design. The authors address specialized areas including assistive technologies, game design, and the fusion of art, science, and technology and discuss the role of technology in learning and education, and urban sustainability through digital innovations. Concluding with a look at future trends like transhumanism, Human-Technology Interaction - Interdisciplinary Approaches and Perspectives offers a comprehensive analysis of how technologies shape human experiences, behaviours, and societal development.",481.0,Computers,English,9783031783579.0,3031783573,209.0,False,2025.0,0.0,Long ( >300 pages ),2
ORPsBgAAQBAJ,Getting Laid,"Everything You Need to Know About Raising Chickens, Gardening and Preserving — with Over 100 Recipes!",Barb Webb,Simon and Schuster,"Sustainable living boasts no boundaries. You don’t need massive amounts of acreage or even a fenced-in backyard. We may not be 100 percent sustainable in our lifestyle, but we can become better in-tune with our environment and conscientious of our actions. Like all aspects of life, it’s about balance, finding ways to live a greener, cleaner life within the parameters of your current lifestyle. Top blogger for country living, Rural Mom, shows us the (actually very easy) way to live a sustainable lifestyle without making ourselves crazy in the process. Why does even Jennifer Aniston raise chickens in the Hollywood Hills? Easy answer, it is extremely cool to raise you own hens. Eat the organic eggs and lie back on feather beds from your own brood. And what about you? Author Barb Webb believes there's a farm girl in all of us and she helps you find yours! What initially drew you to the idea of raising chickens, organic gardening and incorporating more sustainable living practices into your lifestyle? Are you interested in saving money, eating a more healthy diet, being on trend, going more “green,” or saving the planet one plant at a time? Whatever the reason, the good new is all of the above motivators are real, tangible end-results of sustainable living. SUSTAINABLE LIVING IS… a) reducing your carbon footprint b) eating organic and “living off the land” c) living in harmony with the earth d) using resources efficiently and investing in renewable resources e) creating a better future for the next generation f) protecting and nurturing our natural resources g) eliminating waste and recycling h) actively pursuing a balanced and simplistic lifestyle i) spending money and resources in a frugal way j) our economy, social structure and natural environment working in agreement for the betterment of the world Sustainable living has many definitions and interpretations that have developed over time. In its basic definition, the Merriam Webster Dictionary defines sustainable as “able to be used without being completely used up or destroyed,” and living as “full of life or vigor.” In a nutshell – as sustainable living agents, we are ultimately defenders, maintainers and supporter of life! Our mission is of the utmost importance to ourselves, our environment and our future generations. Our mission is also easy. In fact, it takes less than five minutes to incorporate one sustainable living practice into your life right now but the effect of your action may have an ever-lasting positive impact for the world.",281.0,Gardening,English,9781632280282.0,1632280280,9.99,True,2015.0,0.0,Medium (100-300 pages),1
c4DvCAAAQBAJ,Ecological Sustainability and Integrity: Concepts and Approaches,nan,"J. Lemons, L. Westra, Robert Goodland",Springer Science & Business Media,"This book follows upon earlier work which culminated in the publication of two recent books, Sustainable Development: Science, Ethics, and Public Policy (John Lemons and Donald A. Brown, editors), and Perspectives on Ecological Integrity (Laura Westra and John Lemons, editors). Both of these books also were published by Kluwer Academic Publishers. In this book, we seek to explore more fully the concepts of sustainability and ecological integrity as well as the connections between them. We have divided chapters into three groups. In the first, the concept of sustainability in relation to science, law, and ethics is explored. In the second, concepts of sustainability and ecological integrity are applied to problems in specific natural resources. Finally, in the third group we examine possible approaches to public policy which might include concepts of sustainability and ecological integrity. Overall, we believe that this collection presents a wide variety of perspectives, discussions, and case studies. John Lemons Laura Westra Robert Goodland Editors ix CONTENTS PART I Sustainability in Relation to Science, Law, and Ethics Chapter 1 The Concept of Sustainability: A Critical Approach Lynton K. Caldwell 1. Problems of Definition 2 2. Behavioral Obstacles 4 3. Psychological Obstacles: Seven Deadly Sins of Unsustainability 8 4.",332.0,Technology & Engineering,English,9789401713375.0,9401713375,159.0,False,2013.0,0.0,Long ( >300 pages ),3
O3R8EAAAQBAJ,Sustainable Badass,A Zero-Waste Lifestyle Guide,Gittemarie Johansen,Mango Media Inc.,"A Guide to Being Sustainable at Home and in Life “Gittemarie is creator that not only provides helpful tips on living a zero-waste and vegan lifestyle, but also articulates it in way that is approachable.” —Jhánneu Roberts (@Jhanneu) #1 New Release in Upcycling & Repurposing Reshape your conventional habits, purchases, and recipes with these simple yet effective zero-waste alternatives! Eco-friendly living made simple. As a lifestyle guide and an introduction to sustainable living, Sustainable Badass shows you why and how to minimize your consumption while effortlessly making your habits greener. Each page has practical tips, tools and important facts about plastic pollution, overconsumption, and the climate crisis. From small changes such as pre-cycling and purchasing items with minimum to no packaging, to eliminating plastic entirely; this book empowers you to be a sustainable badass by making effortless planet-positive choices in your everyday life. Know the cause, be the change. Gittemarie Johansen, sustainability blogger and speaker, teaches you the way to a greener, more simple and happier life by implementing self sustainable living principles, all while putting the power into your hands as the consumer to speak up and demand change for our planet. Be sustainable at home.Sustainable Badass encourages you with some effortless principles on the best sustainable home goods. Enjoy this holistic and accessible approach to creating a self sustainable home and lifestyle, that is easy to implement, and fundamental to saving our planet. Inside, you’ll find: • A guide to being intentionally sustainable at home • Effortless and intentional steps to withdraw from consumerism • All the knowledge you need to live a sustainable life at home and with others If you liked Simply Living Well, Live Green, or Attainable Sustainable, you’ll love Sustainable Badass.",229.0,House & Home,English,9781642508697.0,1642508691,9.99,True,2022.0,0.0,Medium (100-300 pages),1
wHQ-EAAAQBAJ,Handbook on Teaching Social Issues,2nd edition,Ronald W. Evans,IAP,"The Handbook on Teaching Social Issues, 2nd edition, provides teachers and teacher educators with a comprehensive guide to teaching social issues in the classroom. This second edition re-frames the teaching of social issues with a dedicated emphasis on issues of social justice. It raises the potential for a new and stronger focus on social issues instruction in schools. Contributors include many of the leading experts in the field of social studies education. Issues-centered social studies is an approach to teaching history, government, geography, economics and other subject related courses through a focus on persistent social issues. The emphasis is on problematic questions that need to be addressed and investigated in-depth to increase social understanding, active participation, and social progress. Questions or issues may address problems of the past, present, or future, and involve disagreement over facts, definitions, values, and beliefs arising in the study of any of the social studies disciplines, or other aspects of human affairs. The authors and editor believe that this approach should be at the heart of social studies instruction in schools. ENDORSEMENTS ""At a time when even the world’s most stable democracies are backsliding towards autocratic rule, Ronald Evans has pulled together an essential guide for teachers who want to do something about it. The 2nd edition of the Handbook on Teaching Social Issues is a brilliant and timely collection that should be the constant companion for teachers across the disciplines."" Joel Westheimer University Research Chair in Democracy and Education University of Ottawa ""The Handbook on Teaching Social Issues (2nd edition) is a fantastic resource for teachers, teacher educators, and professional development specialists who are interested in ensuring that social issues are at the center of the curriculum. The chapters are focused on the most important contemporary thinking about what social issues are, why they are so important for young people to learn about, and what research indicates are the most effective pedagogical approaches. The wide-ranging theoretical and practical expertise of the editor and all of the chapter authors account for why this handbook makes such an exceptional contribution to our understanding of how and why the social issues approach is so important and stimulating."" Diana Hess Dean, UW-Madison School of Education Karen A. Falk Distinguished Chair of Education ""Democracy, both as a form of governance and a reservoir of principles and practices, faces an existential threat. The Handbook on Teaching Social Issues is a perfectly-timed and wonderfully engaging exploration of what lies at the heart of social studies curriculum: social inquiry for democratic life. The authors provide conceptual frames, classroom strategies and deep insights about the complex and utterly crucial work of education for democratic citizenship. Education like that conceptualized and described in this volume is a curative so needed at this critical moment. Ron Evans and his colleagues have delivered, assembling an outstanding set of contributions to the field. The Handbook underscores John Dewey's now-haunting invocation that democracy must be renewed with each generation and an education worthy of its name is the handmaiden of democratic rebirth."" William Gaudelli Dean and Professor Lehigh University ""This volume is so timely and relevant for democratic education. Instead of retreating to separate ideological corners, the authors in this handbook invite us to engage in deliberative discourse that requires civic reasoning and often requires us to meet in a place that serves us all."" Gloria Ladson-Billings, Professor Emerita Department of Curriculum & Instruction University of Wisconsin President, National Academy of Education Fellow, AERA, AAAS, and Hagler Institute @ Texas A&M ""At the heart of our divisive political and social climate is the need to understand and provide clarity over polarizing concepts. Historically, confusion and resistance has hindered the nation's growth as a democratic nation. Typically, the most vulnerable in our society has suffered the most from our unwillingness to reconceptualize society. The Handbook on Teaching Social Issues, 2nd edition, is a good step in helping social studies educators, students, and laypersons realize a new society that focuses on equity. With over 30 chapters, Ronald Evans and his colleagues' centered inquiry, critical thinking, controversy, and action to challenge ideologies and connect social studies to student's lives and the real world. The first edition helped me as a young social studies teacher; I am excited to use the 2nd edition with my teacher education students!"" LaGarrett King Isabella Wade Lyda and Paul Lyda Professor of Education Founding Director, CARTER Center for K-12 Black history education University of Missouri ""Ronald Evans has curated a collection of informative contributions that will serve as an indispensable resource for social studies educators committed to engaging their students in the thoughtful examination of social issues. The Handbook on Teaching Social Issues, 2nd edition, articulates the historical, definitional, and conceptual foundations of social issues education. It offers clear presentations of general guidelines for unit planning, discussion methods, and assessment. It identifies specific teaching strategies, resources, and sample lessons for investigating a range of persistent and contemporary social issues on the elementary, middle, and secondary levels through the social studies disciplines. Updated with perspectives on education for social justice that have emerged since the first edition, this edition effectively situates social issues education in the contemporary sociopolitical milieu. The Handbook on Teaching Social Issues, is a timely, accessible, and practical guide to involving students in a vital facet of citizenship in a democracy."" William G. Wraga, Professor Dean’s Office Mary Frances Early College of Education University of Georgia ""The Handbook on Teaching Social Issues, 2nd edition is a long-awaited, welcome, and timely volume. It is apparent that the foundational tenets of the first edition have served social studies professionals well over the past 25 years, given the growth of social issues scholarship showcased in this new edition. Notable is the re-framing and presentation here of scholarship through a social justice lens. I appreciate the offering of unique tools on an array of specific, critical topics that fill gaps in our pedagogical content knowledge. This volume will sit right alongside my dog-eared 1996 edition and fortify many methods courses, theses, and dissertations to come. Sincere thanks to the editor and authors for what I am certain will be an enduring, catalyzing contribution."" Nancy C. Patterson Professor of Education Social Studies Content Area Coordinator Bowling Green State University ""The Handbook on Teaching Social Issues is a tool that every informed social studies educator should have in their instructional repertoire. Helping students understand how to investigate and take action against problems is essential to developing a better world. The articles in this handbook provide explanations and reasonings behind issues-centered education as well as strategies to employ at every age level of learning. I look forward to using this edition with the K-12 social studies teachers in my district in order to better prepare our students for future learning and living."" Kelli Hutt, Social Studies Curriculum Facilitator Dallas Center-Grimes CSD Grimes, Iowa ""Ron Evans has chosen an appropriate time to create a companion publication to the first Handbook on Teaching Social Issues published in 1996. During the last few years, social studies teachers have been confronted by student inquiries on a plethora of historical and contemporary issues that implores for the implementation of an interdisciplinary approach to the teaching of anthropology, economics, geography, government, history, sociology, and psychology in order for students to make sense of the world around them and develop their own voices. This demands a student centered focus in the classroom where problematic questions must be addressed and investigated in depth in order to increase social understanding and active participation toward social progress. This volume provides crucial upgrades to the original handbook including a greater emphasis on teaching issues in the elementary grades, the inclusion of issues pertaining to human rights, genocide and sustainability to be addressed in the secondary grades, and addressing issues related to disabilities."" Mark Previte, Associate Professor of Secondary Education University of Pittsburgh-Johnstown Chair, NCSS Issues Centered Education Community",402.0,Education,English,9781648025662.0,1648025668,85.0,True,2021.0,0.0,Long ( >300 pages ),1
ElLwAwAAQBAJ,Sustainable Lifestyles and the Quest for Plenitude,Case Studies of the New Economy,"Juliet B. Schor, Craig J. Thompson",Yale University Press,"Many of today’s most troubling environmental and economic issues have come to seem insoluble: carbon emissions, overshoot, inequality, joblessness, and a dysfunctional food system. Can we change direction, move away from business as usual, and achieve a more sustainable, empowering, and humane economy? Through a fascinating array of illuminating case studies, this hope-filled book affirms that we can. In locations across the United States and around the globe, local participants are forging their own versions of small-scale, low-footprint, high-satisfaction lifestyles and communities. From raw-milk consumers and members of alternative agricultural initiatives to time bankers, artisan producers in the Aude region of France, and bicycle mechanics on the South Side of Chicago, individuals and small groups are exploring the practice of plenitude. Their efforts demonstrate how social and economic transformation happens and suggest new paths toward larger-scale change and a richer quality of life for all.",275.0,Nature,English,9780300206982.0,0300206984,25.0,True,2014.0,0.0,Medium (100-300 pages),2
JxPGDwAAQBAJ,The Sustainable(ish) Living Guide,Everything you need to know to make small changes that make a big difference,Jen Gale,Bloomsbury Publishing,"Easy, do-able, down to earth ideas and suggestions for everyone to help save the planet. If you want to save the planet, but your to-do list is already pretty long and remembering your re-usable coffee cup feels like a Herculean task, then this is the book for you. Covering every aspect of our lives from the stuff we buy and the food we eat to how we travel, work, and celebrate, this book provides stacks of practical, down to earth ideas to slot into your daily life, alongside a gentle kick up the butt to put your newfound knowledge into action. Practical tips include unsubscribing from all the tempting emails that drop into your inbox with details of the newest clothing range or the latest sale, and keeping a mug next to your kettle to work out how much water you actually need to boil each time, as over-filling kettles costs British households £68 million on energy bills each year. Find out how to fit ""sustainable living"" into your life, in a way that works for you. Change your impact without radically changing your life and figure out the small steps you can make that will add up to make a big difference (halo not included).",305.0,House & Home,English,9781472969149.0,1472969146,12.8,True,2020.0,0.0,Long ( >300 pages ),1
A5cgEQAAQBAJ,365+ Ways to Save the Planet and Your Money at the Same Time,nan,Lottie Dalziel,Allen & Unwin,"Live your best sustainable life and spend less doing it, with the help of sustainability expert Lottie Dalziel. You may think that living sustainably is too hard and expensive, but that's not the case! In 365+ Ways to Save the Planet and Your Money at the Same Time, Banish founder Lottie Dalziel offers you all the best ideas to help you be kind to the earth and your bank account. Every part of life is covered so you can decide what action you want to take first and how much money you want to save. With more than 365 ways to choose from, learn how to: • reduce your power bills • shop differently • turn trash into treasure • make the most of your food • break up with plastic • transform your beauty routine • embrace slow fashion • connect with your community • travel with less of a footprint • know which brands to trust and avoid • get rid of unnecessary chemicals in the home • make futureproof decisions • include your friends and family along on your sustainability journey. It's okay to start small – none of us have to be perfect – and Lottie offers both the encouragement and the knowledge we all need to do a few little things to make a big difference. If you want to help the planet and change the way you spend your money but don't know where to start, this practical guide is the answer, showing you that sustainable, low-waste living is possible on a budget – and you'll save money too.",303.0,House & Home,English,9781761505546.0,1761505548,16.19,True,2025.0,0.0,Long ( >300 pages ),1
hsSPDQAAQBAJ,Visualizing Environmental Science,nan,"David M. Hassenzahl, Mary Catherine Hager, Linda R. Berg",Wiley Global Education,"The 5th Edition of Visualizing Environmental Science provides students with a valuable opportunity to identify and connect the central issues of environmental science through a visual approach. Beautifully illustrated, this fifth edition shows students what the discipline is all about—its main concepts and applications—while also instilling an appreciation and excitement about the richness of the subject. This edition is thoroughly refined and expanded; the visuals utilize insights from research on student learning and feedback from users.",510.0,Science,English,9781119303954.0,1119303958,119.5,True,2016.0,0.0,Long ( >300 pages ),3
jaVjDwAAQBAJ,A Finer Future,Creating an Economy in Service to Life,"L. Hunter Lovins, Stewart Wallis, Anders Wijkman, John Fullerton",New Society Publishers,"The blueprint for an inspiring regenerative economy that avoids collapse and works for people and the planet. Humanity is in a race with catastrophe. Is the future one of global warming, 65 million migrants fleeing failed states, soaring inequality, and grid-locked politics? Or one of empowered entrepreneurs and innovators working towards social change, leveling the playing field, and building a world that works for everyone? While the specter of collapse looms large, A Finer Future demonstrates that humanity has a chance - just - to thread the needle of sustainability and build a regenerative economy through a powerful combination of enlightened entrepreneurialism, regenerative economy, technology, and innovative policy. The authors - world leaders in business, economics, and sustainability - gather the environmental economics evidence, outline the principles of a regenerative economy, and detail a policy roadmap to achieving it, including: Transforming finance and corporations Reimagining energy, agriculture, ecosystems, and the nature of how we work Enhancing human well-being Delivering a world that respects ecosystems and human community. Charting the course to a regenerative economy is the most important work facing humanity and A Finer Future provides the essential blueprint for business leaders, entrepreneurs, environmentalists, politicians, policymakers, and others working to create a world that works for people and the planet. AWARDS SILVER | 2020 Eric Zencey Prize SILVER | 2018 Nautilus Book Awards: Ecology & Environment BRONZE | 2018 Foreword INDIES: Business & Economics",492.0,Business & Economics,English,9781771422871.0,1771422874,34.99,True,2018.0,0.0,Long ( >300 pages ),4
CoeNEQAAQBAJ,Fundamentals of Rural Development,nan,Bikram Keshari Pattanaik,Taylor & Francis,"The book expounds on the functioning of rural development as well as the practical problems encountered in the formulation of rural development policies and programmes. It provides an exhaustive account of the various sectors and actors of rural development and presents it as a multidimensional concept by documenting its different components. It also details the paradigms and strategies of rural development adopted by developed and developing countries of the world. This volume deals with rural cooperatives and livelihood in order to understand how the development process can be self-sustained and sustainable, following the vocal for local mantra. It also extensively discusses rural basic needs, poverty, employment, the role of Panchayati Raj institutions, the corporate sector, NGOs, peoples’ participation, and capacity building in rural development. This book will be useful to undergraduate and postgraduate students, researchers, and teachers of development studies, economics, sociology, political science, and public administration. It will be useful for the administrators and development administration officials of state and central government, planners, policymakers, and people working in NGOs and corporate sector functionaries dealing with corporate social responsibilities especially those handling developmental issues and challenges.",307.0,Social Science,English,9781040321027.0,104032102X,56.99,True,2025.0,0.0,Long ( >300 pages ),1
_ycFrs1cPFYC,Healing Appalachia,Sustainable Living through Appropriate Technology,Al Fritsch,University Press of Kentucky,"Healing Appalachia is a practical guide for environmentally conscious residents of Appalachia and beyond. It is also the first book to apply “appropriate technology,” or the most basic technology that can effectively achieve the desired result, to this specific region. Authors Al Fritsch and Paul Gallimore have performed over 200 environmental resource assessments in thirty-three states. They bring this knowledge to bear as they examine thirty low-cost, people-friendly, and environmentally benign appropriate technologies that can be put to work today in Appalachia. They discuss such issues as renewable energy and energy conservation, food preservation and gardening, forest management, land use, transportation, water conservation, proper waste disposal, and wildlife protection. They pay close attention to the practicality of each technique according to affordability, ease of use, and ecological soundness. Their subjects range from solar home heating to greenhouses, from aquaculture to compost toilets, from organic gardening to wildlife restoration and enhancement, and from solar cars to microhydropower facilities. Their discussions of each topic benefit from the knowledge gained from thirty years of practical experience at environmental demonstration centers and public interest and educational organizations. Each section of the book includes details on construction and maintenance, as well as resources for locating further information, making this an essential volume for everyone who cares about the future of Appalachia.",454.0,Architecture,English,9780813172170.0,0813172179,35.0,True,2007.0,3.0,Long ( >300 pages ),1
Ru8ADQAAQBAJ,Socioeconomic Environmental Policies and Evaluations in Regional Science,Essays in Honor of Yoshiro Higano,"Hiroyuki Shibusawa, Katsuhiro Sakurai, Takeshi Mizunoya, Susumu Uchida",Springer,"This book is a volume of essays celebrating the life and work of Yoshiro Higano, professor of Environmental Policy, Doctoral Program in Sustainable Environmental Studies, Graduate School of Life and Environmental Sciences, University of Tsukuba, Japan. Prof. Higano’s research strongly focuses on the comprehensive evaluation of resources and research content for decision science and engineering, including simulation modeling for environmental quality control, the evaluation of environmental remediation technologies, integrated river (lake) basin management, and synthesized environmental policy. Yoshiro Higano is the past president of the Regional Science Association International (RSAI) and the current president of the Japan Section of the RSAI (JSRSAI). He also served as executive secretary for the Pacific Regional Science Conference Organizations (PRSCO). This edited volume covers a wide range of regional science approaches, theory, policy, evaluation, modeling, simulation, and practice. It is a valuable reference work for researchers, scholars, policy makers, and students in the field of regional science. The volume celebrates Prof. Higano’s contributions to the JSRSAI, PRSCO, and RSAI. Essay contributors include his former students and a wide array of regional scientists, each with a personal connection to Prof. Higano.",722.0,Business & Economics,English,9789811000997.0,9811000999,209.0,False,2016.0,0.0,Long ( >300 pages ),4
UKyaBQAAQBAJ,Principles of Marketing,nan,"Gary Armstrong, Stewart Adam, Sara Denize, Philip Kotler",Pearson Australia,"The 6th edition of Principles of Marketing makes the road to learning and teaching marketing more effective, easier and more enjoyable than ever. Today’s marketing is about creating customer value and building profitable customer relationships. With even more new Australian and international case studies, engaging real-world examples and up-to-date information, Principles of Marketing shows students how customer value–creating and capturing it–drives every effective marketing strategy. The 6th edition is a thorough revision, reflecting the latest trends in marketing, including new coverage of social media, mobile and other digital technologies. In addition, it covers the rapidly changing nature of customer relationships with both companies and brands, and the tools marketers use to create deeper consumer involvement.",601.0,Business & Economics,English,9781486002535.0,1486002536,58.06,False,2014.0,30.0,Long ( >300 pages ),4
4xP1PYUTaoEC,The Sustainable Self,A Personal Approach to Sustainability Education,Paul Murray,Routledge,"Achieving a sustainable society is the biggest issue of our time. It is not an issue confined to a particular subject area or to certain jobs. It is a way of thinking and behaving that will need to be embedded in all aspects of all of our lives. The Sustainable Self is the perfect resource for lecturers, trainers, students and professionals of any discipline who need to teach or learn about sustainability. There is widespread agreement that we need to live more sustainable lives. But when up against entrenched habits and everyday obstacles, it can be difficult to turn good intentions into action. This book presents a completecurriculum for effecting a personal transformation towards sustainability, showing you how to align your personal and professional actions with your values and beliefs. Full of activities that can be done individually or in groups, it is supported by additional resources online including downloadable worksheets and directories of sustainability organisations. Recommended readings at the end of each chapter enable readers to pursue areas of personal or professional interest.",290.0,Education,English,9781136540684.0,1136540687,49.99,False,2012.0,0.0,Medium (100-300 pages),1
wwfMCgAAQBAJ,"The Environment in Anthropology, Second Edition","A Reader in Ecology, Culture, and Sustainable Living","Nora Haenn, Allison Harnish, Richard Wilk",NYU Press,"Presents ecology and current environmental studies from an anthropological point of view The Environment in Anthropology presents ecology and current environmental studies from an anthropological point of view. From the classics to the most current scholarship, this text connects the theory and practice in environment and anthropology, providing readers with a strong intellectual foundation as well as offering practical tools for solving environmental problems. Haenn, Wilk, and Harnish pose the most urgent questions of environmental protection: How are environmental problems mediated by cultural values? What are the environmental effects of urbanization? When do environmentalists’ goals and actions conflict with those of indigenous peoples? How can we assess the impact of “environmentally correct” businesses? They also cover the fundamental topics of population growth, large scale development, biodiversity conservation, sustainable environmental management, indigenous groups, consumption, and globalization. This revised edition addresses new topics such as water, toxic waste, neoliberalism, environmental history, environmental activism, and REDD (Reducing Emissions from Deforestation and Forest Degradation), and it situates anthropology in the multi-disciplinary field of environmental research. It also offers readers a guide for developing their own plan for environmental action. This volume offers an introduction to the breadth of ecological and environmental anthropology as well as to its historical trends and current developments. Balancing landmark essays with cutting-edge scholarship, bridging theory and practice, and offering suggestions for further reading and new directions for research, The Environment in Anthropology continues to provide the ideal introduction to a burgeoning field.",538.0,Social Science,English,9781479854271.0,1479854271,37.0,True,2016.0,0.0,Long ( >300 pages ),3
